Model Outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;hanna_aleksandrowicz:LAbsAnkleAngle;;;hanna_aleksandrowicz:LAnkleAngles;;;hanna_aleksandrowicz:LElbowAngles;;;hanna_aleksandrowicz:LFootProgressAngles;;;hanna_aleksandrowicz:LHeadAngles;;;hanna_aleksandrowicz:LHipAngles;;;hanna_aleksandrowicz:LKneeAngles;;;hanna_aleksandrowicz:LNeckAngles;;;hanna_aleksandrowicz:LPelvisAngles;;;hanna_aleksandrowicz:LShoulderAngles;;;hanna_aleksandrowicz:LSpineAngles;;;hanna_aleksandrowicz:LThoraxAngles;;;hanna_aleksandrowicz:LWristAngles;;;hanna_aleksandrowicz:RAbsAnkleAngle;;;hanna_aleksandrowicz:RAnkleAngles;;;hanna_aleksandrowicz:RElbowAngles;;;hanna_aleksandrowicz:RFootProgressAngles;;;hanna_aleksandrowicz:RHeadAngles;;;hanna_aleksandrowicz:RHipAngles;;;hanna_aleksandrowicz:RKneeAngles;;;hanna_aleksandrowicz:RNeckAngles;;;hanna_aleksandrowicz:RPelvisAngles;;;hanna_aleksandrowicz:RShoulderAngles;;;hanna_aleksandrowicz:RSpineAngles;;;hanna_aleksandrowicz:RThoraxAngles;;;hanna_aleksandrowicz:RWristAngles;;;hanna_aleksandrowicz:CentreOfMass;;;hanna_aleksandrowicz:CentreOfMassFloor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frame;Sub Frame;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;mm;mm;mm;mm;mm;mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2273;0;9.23902;0;0;9.33899;-2.71956;8.35474;44.997;1.59028e-015;3.31414e-012;-105.687;13.6169;113.936;-11.4214;24.6876;-85.6167;23.2705;2.89445;-34.7039;16.2973;-6.25719;-0.037083;-13.4289;-13.3722;-10.0636;1.45943;-20.5844;-88.1468;-20.0744;24.5648;44.722;-30.4803;4.15894;3.95902;-1.09122;10.0487;-93.4822;-3.42293;28.8892;95.7466;6.92811;0;0;6.92816;-0.38967;-0.215102;38.7718;3.18055e-015;-5.55325e-012;-72.1258;-14.3839;77.8733;-11.4214;-24.6876;85.6167;22.251;8.18666;7.32567;12.1151;-2.85595;-18.1153;-13.4289;13.3722;10.0636;1.45943;20.5844;88.1468;-16.4245;17.5632;40.4174;-30.4803;-4.15894;-3.95902;-1.09122;-10.0487;93.4822;-3.74237;39.3521;92.2066;-1071.4;-1946.54;945.647;-1071.4;-1946.54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2274;0;9.24827;0;0;9.34951;-2.73196;8.40332;45.0023;-1.59028e-015;3.29505e-012;-105.687;13.6238;113.934;-11.4762;24.7162;-85.4595;23.2335;2.89801;-34.8;16.2635;-6.26215;-0.0323967;-13.3998;-13.4803;-10.2499;1.48022;-20.5853;-88.0958;-20.0168;24.6328;44.7889;-30.4915;4.20179;4.00645;-1.10901;10.0612;-93.4942;-3.43781;28.9266;95.6825;6.92898;0;0;6.929;-0.391184;-0.202963;38.7714;0;-1.30403e-013;-72.115;-14.3937;77.8727;-11.4762;-24.7162;85.4595;22.2236;8.1835;7.35908;12.0952;-2.85913;-18.1102;-13.3998;13.4803;10.2499;1.48022;20.5853;88.0958;-16.4565;17.5449;40.3522;-30.4915;-4.20179;-4.00645;-1.10901;-10.0612;93.4942;-3.73402;39.338;92.2193;-1071.22;-1946.62;945.661;-1071.22;-1946.62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2275;0;9.25853;0;0;9.36106;-2.74418;8.45116;45.0033;-1.59028e-015;-3.81667e-014;-105.688;13.6313;113.931;-11.5293;24.7442;-85.306;23.1991;2.90149;-34.893;16.2331;-6.26869;-0.0278909;-13.3699;-13.5864;-10.4331;1.49994;-20.586;-88.0473;-19.9604;24.6985;44.8464;-30.5032;4.24443;4.05207;-1.12731;10.0742;-93.5068;-3.44357;28.946;95.6543;6.92944;0;0;6.92948;-0.39164;-0.199302;38.771;0;6.94951e-012;-72.1047;-14.4026;77.8719;-11.5293;-24.7442;85.306;22.1951;8.18017;7.40239;12.074;-2.85938;-18.1084;-13.3699;13.5864;10.4331;1.49994;20.586;88.0473;-16.4885;17.5258;40.2873;-30.5032;-4.24443;-4.05207;-1.12731;-10.0742;93.5068;-3.72215;39.3273;92.2341;-1071.03;-1946.69;945.674;-1071.03;-1946.69;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2276;0;9.26959;0;0;9.37341;-2.75601;8.49747;45.0001;0;1.91787e-012;-105.689;13.6396;113.928;-11.5811;24.7717;-85.1565;23.1675;2.90471;-34.9824;16.2064;-6.27671;-0.0232454;-13.34;-13.6904;-10.6128;1.51838;-20.5867;-88.0017;-19.905;24.7615;44.8947;-30.515;4.28652;4.0955;-1.14604;10.0874;-93.5197;-3.44035;28.9474;95.661;6.92948;0;0;6.92956;-0.390937;-0.204941;38.7703;0;-4.70404e-012;-72.0947;-14.4108;77.871;-11.5811;-24.7717;85.1565;22.1656;8.17679;7.45613;12.0516;-2.85662;-18.1101;-13.34;13.6904;10.6128;1.51838;20.5867;88.0017;-16.5198;17.5061;40.2235;-30.515;-4.28652;-4.0955;-1.14604;-10.0874;93.5197;-3.70748;39.3198;92.2502;-1070.85;-1946.77;945.685;-1070.85;-1946.77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2277;0;9.28137;0;0;9.3864;-2.7673;8.54163;44.9929;3.18055e-015;5.71228e-012;-105.691;13.649;113.925;-11.6316;24.7987;-85.0108;23.1387;2.90754;-35.0678;16.1835;-6.28612;-0.0179817;-13.3106;-13.7926;-10.7889;1.5354;-20.5873;-87.9592;-19.8504;24.8214;44.9342;-30.5262;4.32772;4.13643;-1.16506;10.1001;-93.5331;-3.42829;28.9314;95.701;6.92915;0;0;6.92916;-0.389076;-0.219861;38.7693;0;-6.84137e-012;-72.0851;-14.4183;77.8699;-11.6316;-24.7987;85.0108;22.1352;8.17347;7.51995;12.0281;-2.85089;-18.1152;-13.3106;13.7926;10.7889;1.5354;20.5873;87.9592;-16.5496;17.4861;40.1609;-30.5262;-4.32772;-4.13643;-1.16506;-10.1001;93.5331;-3.69141;39.3154;92.2667;-1070.67;-1946.85;945.695;-1070.67;-1946.85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2278;0;9.29367;0;0;9.39987;-2.77792;8.58317;44.9819;0;-4.68178e-012;-105.693;13.6592;113.923;-11.681;24.8253;-84.8689;23.1129;2.90985;-35.1487;16.1644;-6.29667;-0.0119841;-13.2824;-13.8931;-10.9612;1.55086;-20.5878;-87.9203;-19.7962;24.8782;44.9656;-30.5363;4.36775;4.17457;-1.18436;10.1118;-93.5466;-3.40799;28.8993;95.7713;6.92817;0;0;6.92825;-0.386055;-0.24408;38.7681;-3.18055e-015;6.36111e-014;-72.0755;-14.4253;77.8685;-11.681;-24.8253;84.8689;22.104;8.17035;7.5933;12.0034;-2.84245;-18.1235;-13.2824;13.8931;10.9612;1.55086;20.5878;87.9203;-16.5772;17.4663;40.0998;-30.5363;-4.36775;-4.17457;-1.18436;-10.1118;93.5466;-3.67431;39.3137;92.2832;-1070.49;-1946.92;945.705;-1070.49;-1946.92;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2279;0;9.30645;0;0;9.41375;-2.78778;8.62176;44.9679;0;6.70143e-012;-105.696;13.6702;113.92;-11.7295;24.8514;-84.7308;23.09;2.91154;-35.2251;16.1491;-6.30821;-0.0048821;-13.256;-13.9921;-11.1294;1.56466;-20.5883;-87.8849;-19.7418;24.9315;44.9897;-30.5447;4.40629;4.20978;-1.20375;10.1217;-93.5603;-3.38059;28.853;95.8673;6.92678;0;0;6.92686;-0.382009;-0.276522;38.7667;0;-6.23389e-012;-72.0658;-14.4321;77.8668;-11.7295;-24.8514;84.7308;22.0724;8.1675;7.6746;11.9779;-2.83153;-18.1349;-13.256;13.9921;11.1294;1.56466;20.5883;87.8849;-16.6019;17.4469;40.0406;-30.5447;-4.40629;-4.20978;-1.20375;-10.1217;93.5603;-3.65759;39.3142;92.2985;-1070.32;-1946.99;945.713;-1070.32;-1946.99;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2280;0;9.31961;0;0;9.42799;-2.7968;8.65703;44.9514;-1.59028e-015;-2.35361e-013;-105.699;13.6814;113.918;-11.7774;24.8771;-84.5963;23.0698;2.91246;-35.2965;16.1372;-6.32027;0.00347893;-13.2323;-14.0899;-11.2934;1.57675;-20.5888;-87.8533;-19.687;24.9812;45.0076;-30.5507;4.44321;4.24197;-1.22322;10.1292;-93.574;-3.34718;28.7946;95.984;6.9248;0;0;6.92492;-0.377046;-0.316306;38.7651;0;2.92611e-012;-72.0555;-14.4392;77.8649;-11.7774;-24.8771;84.5963;22.0405;8.1651;7.76219;11.9518;-2.81868;-18.1486;-13.2323;14.0899;11.2934;1.57675;20.5888;87.8533;-16.623;17.428;39.983;-30.5507;-4.44321;-4.24197;-1.22322;-10.1292;93.574;-3.64141;39.3164;92.3122;-1070.16;-1947.06;945.722;-1070.16;-1947.06;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
