Model Outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;hanna_aleksandrowicz:LAbsAnkleAngle;;;hanna_aleksandrowicz:LAnkleAngles;;;hanna_aleksandrowicz:LElbowAngles;;;hanna_aleksandrowicz:LFootProgressAngles;;;hanna_aleksandrowicz:LHeadAngles;;;hanna_aleksandrowicz:LHipAngles;;;hanna_aleksandrowicz:LKneeAngles;;;hanna_aleksandrowicz:LNeckAngles;;;hanna_aleksandrowicz:LPelvisAngles;;;hanna_aleksandrowicz:LShoulderAngles;;;hanna_aleksandrowicz:LSpineAngles;;;hanna_aleksandrowicz:LThoraxAngles;;;hanna_aleksandrowicz:LWristAngles;;;hanna_aleksandrowicz:RAbsAnkleAngle;;;hanna_aleksandrowicz:RAnkleAngles;;;hanna_aleksandrowicz:RElbowAngles;;;hanna_aleksandrowicz:RFootProgressAngles;;;hanna_aleksandrowicz:RHeadAngles;;;hanna_aleksandrowicz:RHipAngles;;;hanna_aleksandrowicz:RKneeAngles;;;hanna_aleksandrowicz:RNeckAngles;;;hanna_aleksandrowicz:RPelvisAngles;;;hanna_aleksandrowicz:RShoulderAngles;;;hanna_aleksandrowicz:RSpineAngles;;;hanna_aleksandrowicz:RThoraxAngles;;;hanna_aleksandrowicz:RWristAngles;;;hanna_aleksandrowicz:CentreOfMass;;;hanna_aleksandrowicz:CentreOfMassFloor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frame;Sub Frame;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;mm;mm;mm;mm;mm;mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;0;6.7458;0;0;6.78396;-2.13807;6.06461;37.6553;0;-1.10047e-012;-53.2786;-32.077;78.3432;-3.95262;-39.66;99.1221;18.9629;5.70744;-4.52211;8.74925;0.214885;-16.542;-27.1218;-1.82711;-7.17536;-2.80484;22.6487;95.8791;-19.997;25.2747;40.6107;-35.2951;3.78313;3.85019;1.55939;-12.5637;90.4224;9.19373;30.7342;113.023;8.66065;0;0;8.66966;-0.0914166;-2.60455;35.4061;-1.59028e-015;6.93361e-013;-125.672;32.9941;98.9773;-3.95262;39.66;-99.1221;21.3929;7.42226;15.0428;13.429;-2.09148;-15.3359;-27.1218;1.82711;7.17536;-2.80484;-22.6487;-95.8791;-15.6315;20.3335;30.277;-35.2951;-3.78313;-3.85019;1.55939;12.5637;-90.4224;7.01031;43.0518;105.135;-1247.75;-2050.66;944.421;-1247.75;-2050.66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304;0;6.70924;0;0;6.74667;-2.1275;6.02277;37.7187;0;8.36486e-013;-53.314;-32.0376;78.3364;-3.74209;-39.7324;98.917;19.057;5.67653;-4.42296;8.68608;0.230779;-16.6386;-27.2441;-1.9781;-7.04421;-2.79169;22.7641;95.9183;-19.9512;25.369;40.895;-35.3357;3.79177;3.88436;1.58109;-12.4888;90.4147;9.12463;30.6243;112.943;8.63398;0;0;8.64197;-0.110403;-2.45262;35.4542;-1.59028e-015;-2.14369e-012;-125.612;32.9393;98.9792;-3.74209;39.7324;-98.917;21.5275;7.45366;14.8905;13.4123;-2.12897;-15.315;-27.2441;1.9781;7.04421;-2.79169;-22.7641;-95.9183;-15.6417;20.3545;30.2638;-35.3357;-3.79177;-3.88436;1.58109;12.4888;-90.4147;7.01399;43.0021;105.117;-1247.31;-2050.5;944.482;-1247.31;-2050.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1305;0;6.67421;0;0;6.71124;-2.1233;6.00616;37.7786;1.59028e-015;2.4363e-012;-53.3478;-31.9973;78.3289;-3.53612;-39.791;98.7155;19.1615;5.64483;-4.36416;8.63561;0.239423;-16.7173;-27.3528;-2.12443;-6.91763;-2.77691;22.8804;95.9521;-19.9038;25.4667;41.1908;-35.3785;3.80049;3.91448;1.60366;-12.4153;90.4057;9.05866;30.5133;112.871;8.60683;0;0;8.61382;-0.129936;-2.29629;35.5033;3.18055e-015;-1.11956e-012;-125.544;32.8767;98.9817;-3.53612;39.791;-98.7155;21.6622;7.48442;14.7299;13.3928;-2.16713;-15.2963;-27.3528;2.12443;6.91763;-2.77691;-22.8804;-95.9521;-15.6542;20.3762;30.2527;-35.3785;-3.80049;-3.91448;1.60366;12.4153;-90.4057;7.02135;42.954;105.103;-1246.86;-2050.35;944.539;-1246.86;-2050.35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1306;0;6.64121;0;0;6.6782;-2.12679;6.01996;37.8349;-3.18055e-015;2.06736e-012;-53.3784;-31.9571;78.3204;-3.33621;-39.8362;98.519;19.2772;5.6125;-4.3551;8.59984;0.239785;-16.7739;-27.4484;-2.26548;-6.79655;-2.76082;22.9972;95.9805;-19.854;25.5678;41.4967;-35.4229;3.80951;3.94052;1.62704;-12.3431;90.3952;8.99581;30.4032;112.804;8.57974;0;0;8.58576;-0.149646;-2.1385;35.553;0;1.15772e-012;-125.47;32.8075;98.9844;-3.33621;39.8362;-98.519;21.7965;7.51412;14.5632;13.3711;-2.2054;-15.2788;-27.4484;2.26548;6.79655;-2.76082;-22.9972;-95.9805;-15.6683;20.3981;30.2428;-35.4229;-3.80951;-3.94052;1.62704;12.3431;-90.3952;7.03277;42.9081;105.095;-1246.4;-2050.19;944.592;-1246.4;-2050.19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1307;0;6.61054;0;0;6.64793;-2.13873;6.06722;37.8874;-1.59028e-015;-1.34856e-012;-53.4034;-31.9188;78.3109;-3.1438;-39.8685;98.3286;19.404;5.57986;-4.40261;8.57997;0.231181;-16.805;-27.5319;-2.40036;-6.68162;-2.74383;23.1138;96.0038;-19.8013;25.6718;41.8108;-35.468;3.81906;3.96279;1.65095;-12.2717;90.3832;8.93669;30.2953;112.744;8.55324;0;0;8.55837;-0.169254;-1.9815;35.6033;4.77083e-015;-7.16261e-012;-125.391;32.7335;98.9874;-3.1438;39.8685;-98.3286;21.9304;7.5424;14.3922;13.3484;-2.24327;-15.2614;-27.5319;2.40036;6.68162;-2.74383;-23.1138;-96.0038;-15.6833;20.4207;30.234;-35.468;-3.81906;-3.96279;1.65095;12.2717;-90.3832;7.04744;42.8655;105.09;-1245.93;-2050.04;944.64;-1245.93;-2050.04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1308;0;6.58235;0;0;6.62061;-2.15934;6.14878;37.9362;-1.59028e-015;1.7175e-012;-53.4216;-31.8835;78.3001;-2.96;-39.8882;98.1453;19.5413;5.54712;-4.50966;8.57627;0.213668;-16.8086;-27.6043;-2.52853;-6.57336;-2.7263;23.2301;96.0221;-19.7446;25.7782;42.1314;-35.5129;3.82943;3.98148;1.67525;-12.2007;90.3696;8.88155;30.1909;112.69;8.52753;0;0;8.53191;-0.188409;-1.82809;35.6535;0;-7.41069e-012;-125.311;32.6584;98.9905;-2.96;39.8882;-98.1453;22.0636;7.56888;14.2192;13.3255;-2.28021;-15.243;-27.6043;2.52853;6.57336;-2.7263;-23.2301;-96.0221;-15.6982;20.4437;30.2255;-35.5129;-3.82943;-3.98148;1.67525;12.2007;-90.3696;7.06579;42.8265;105.091;-1245.45;-2049.89;944.684;-1245.45;-2049.89;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;0;6.55657;0;0;6.59613;-2.18842;6.2638;37.9812;-1.59028e-015;-5.29562e-012;-53.4308;-31.8531;78.2878;-2.78574;-39.8962;97.9699;19.688;5.51456;-4.67606;8.58808;0.187626;-16.7842;-27.667;-2.64949;-6.47252;-2.70867;23.3455;96.0359;-19.6828;25.8865;42.4569;-35.5563;3.84082;3.9973;1.69957;-12.1291;90.3541;8.83007;30.0914;112.64;8.50293;0;0;8.50662;-0.20672;-1.68142;35.7036;-1.59028e-015;-2.061e-012;-125.232;32.5851;98.9938;-2.78574;39.8962;-97.9699;22.1957;7.59324;14.0468;13.3034;-2.3155;-15.2223;-27.667;2.64949;6.47252;-2.70867;-23.3455;-96.0359;-15.7118;20.4676;30.2174;-35.5563;-3.84082;-3.9973;1.69957;12.1291;-90.3541;7.08601;42.7923;105.095;-1244.97;-2049.75;944.723;-1244.97;-2049.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;0;6.53276;0;0;6.57402;-2.22513;6.40895;38.0225;1.59028e-015;9.57347e-013;-53.4299;-31.8285;78.274;-2.62166;-39.8931;97.8027;19.8423;5.48236;-4.89694;8.61365;0.154254;-16.7331;-27.7219;-2.76266;-6.37913;-2.69124;23.4597;96.0455;-19.6145;25.9961;42.786;-35.5969;3.85339;4.01063;1.72356;-12.0561;90.3366;8.78231;29.9981;112.595;8.47943;0;0;8.48255;-0.223936;-1.5435;35.7529;4.77083e-015;4.57682e-012;-125.16;32.5177;98.9974;-2.62166;39.8931;-97.8027;22.3267;7.61526;13.8767;13.2829;-2.34875;-15.1987;-27.7219;2.76266;6.37913;-2.69124;-23.4597;-96.0455;-15.7226;20.4921;30.2087;-35.5969;-3.85339;-4.01063;1.72356;12.0561;-90.3366;7.1084;42.7628;105.103;-1244.48;-2049.6;944.759;-1244.48;-2049.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
