Trajectories
100
;;LFHD;;;RFHD;;;LBHD;;;RBHD;;;C7;;;T10;;;CLAV;;;STRN;;;RBAK;;;LSHO;;;LUPA;;;LELB;;;LFRM;;;LWRA;;;LWRB;;;LFIN;;;RSHO;;;RUPA;;;RELB;;;RFRM;;;RWRA;;;RWRB;;;RFIN;;;LASI;;;RASI;;;LPSI;;;RPSI;;;LTHI;;;LKNE;;;LTIB;;;LANK;;;LHEE;;;LTOE;;;RTHI;;;RKNE;;;RTIB;;;RANK;;;RHEE;;;RTOE;;
Frame;Sub Frame;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
;;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm
3173;0;510.910000;2263.520000;1520.100000;463.985000;2399.700000;1539.410000;583.821000;2273.510000;1481.740000;538.879000;2446.200000;1511.710000;614.517000;2338.150000;1321.440000;651.209000;2334.160000;1092.440000;442.505000;2379.500000;1282.300000;321.895000;2405.600000;1074.810000;669.194000;2432.310000;1221.050000;482.484000;2206.740000;1295.980000;352.816000;2119.040000;1192.640000;282.060000;2077.570000;1127.190000;173.169000;2126.430000;1102.630000;116.324000;2250.520000;1087.880000;86.167900;2188.970000;1020.580000;23.685400;2261.980000;1041.610000;597.437000;2513.610000;1288.550000;605.857000;2591.680000;1222.890000;634.967000;2708.880000;1092.540000;580.424000;2841.480000;1005.430000;504.447000;2846.170000;954.975000;592.256000;2862.570000;930.055000;522.662000;2939.040000;928.679000;404.631000;2237.720000;868.250000;491.051000;2545.950000;885.821000;616.298000;2281.030000;935.337000;642.429000;2384.260000;938.988000;450.942000;2175.220000;669.015000;422.023000;2199.490000;414.170000;572.020000;2200.200000;272.215000;706.594000;2233.240000;158.512000;771.456000;2296.400000;159.641000;616.819000;2244.130000;23.299600;517.856000;2562.520000;623.784000;479.819000;2533.930000;443.329000;502.184000;2534.020000;328.128000;493.178000;2491.300000;43.924300;522.663000;2423.060000;31.675800;324.200000;2495.910000;28.633000
3174;0;503.811000;2265.610000;1520.500000;455.388000;2401.200000;1540.230000;576.612000;2276.510000;1482.230000;529.734000;2448.580000;1512.750000;606.606000;2341.410000;1322.480000;644.119000;2337.550000;1093.630000;434.592000;2381.920000;1282.730000;314.644000;2407.380000;1074.660000;661.173000;2435.860000;1222.280000;475.345000;2209.440000;1296.660000;346.161000;2121.200000;1193.270000;275.682000;2079.410000;1127.760000;166.543000;2127.870000;1103.240000;109.276000;2251.720000;1088.510000;79.293500;2190.120000;1021.190000;16.554900;2262.900000;1042.270000;588.755000;2516.800000;1289.580000;596.845000;2595.060000;1224.050000;625.234000;2712.920000;1094.120000;569.543000;2845.300000;1007.400000;493.479000;2849.580000;957.006000;581.216000;2866.780000;932.079000;511.015000;2942.740000;931.157000;398.771000;2239.850000;868.875000;484.029000;2548.420000;885.990000;610.280000;2283.950000;936.140000;635.836000;2387.320000;939.916000;443.460000;2177.630000;670.094000;407.429000;2202.710000;416.099000;552.965000;2205.260000;270.049000;683.760000;2239.720000;152.449000;749.006000;2302.820000;150.457000;586.340000;2251.910000;23.738100;512.645000;2564.320000;623.830000;476.580000;2534.800000;443.133000;499.857000;2534.610000;328.153000;492.983000;2491.210000;43.999100;522.705000;2422.980000;31.623500;324.179000;2495.840000;28.724600
3175;0;496.747000;2267.600000;1520.820000;446.847000;2402.600000;1540.960000;569.434000;2279.400000;1482.650000;520.648000;2450.850000;1513.720000;598.757000;2344.570000;1323.460000;637.087000;2340.880000;1094.750000;426.730000;2384.210000;1283.090000;307.462000;2409.010000;1074.450000;653.194000;2439.320000;1223.440000;468.290000;2212.020000;1297.280000;339.592000;2123.250000;1193.840000;269.391000;2081.130000;1128.260000;159.984000;2129.190000;1103.810000;102.300000;2252.800000;1089.120000;72.486400;2191.150000;1021.770000;9.486840;2263.690000;1042.920000;580.105000;2519.880000;1290.530000;587.868000;2598.340000;1225.150000;615.541000;2716.860000;1095.660000;558.732000;2849.030000;1009.340000;482.599000;2852.890000;958.978000;570.266000;2870.880000;934.075000;499.482000;2946.320000;933.533000;392.994000;2241.830000;869.479000;477.032000;2550.770000;886.069000;604.335000;2286.780000;936.936000;629.296000;2390.290000;940.793000;436.091000;2179.890000;671.237000;393.111000;2205.900000;418.244000;533.485000;2210.260000;267.651000;659.797000;2246.140000;145.693000;725.229000;2309.240000;140.302000;554.713000;2259.410000;24.283600;507.435000;2566.000000;623.839000;473.262000;2535.580000;442.926000;497.456000;2535.130000;328.165000;492.767000;2491.070000;44.102200;522.717000;2422.870000;31.582700;324.126000;2495.770000;28.815400
3176;0;489.712000;2269.500000;1521.080000;438.360000;2403.910000;1541.610000;562.283000;2282.180000;1483.010000;511.618000;2453.000000;1514.600000;590.966000;2347.620000;1324.350000;630.104000;2344.130000;1095.800000;418.915000;2386.390000;1283.390000;300.341000;2410.480000;1074.190000;645.250000;2442.700000;1224.540000;461.310000;2214.490000;1297.830000;333.101000;2125.180000;1194.350000;263.179000;2082.740000;1128.710000;153.488000;2130.390000;1104.340000;95.388900;2253.750000;1089.700000;65.741400;2192.080000;1022.320000;2.476260;2264.370000;1043.560000;571.483000;2522.850000;1291.420000;578.919000;2601.510000;1226.200000;605.880000;2720.690000;1097.170000;547.985000;2852.660000;1011.240000;471.799000;2856.120000;960.884000;559.398000;2874.880000;936.037000;488.047000;2949.770000;935.793000;387.274000;2243.700000;870.059000;470.065000;2553.000000;886.071000;598.441000;2289.520000;937.723000;622.796000;2393.180000;941.619000;428.815000;2182.010000;672.444000;379.095000;2209.050000;420.587000;513.623000;2215.160000;265.112000;634.740000;2252.470000;138.441000;700.084000;2315.660000;129.441000;522.212000;2266.460000;25.003600;502.244000;2567.560000;623.813000;469.879000;2536.290000;442.712000;494.990000;2535.600000;328.165000;492.532000;2490.910000;44.231900;522.699000;2422.730000;31.552100;324.037000;2495.690000;28.900800
3177;0;482.698000;2271.310000;1521.280000;429.921000;2405.130000;1542.180000;555.151000;2284.870000;1483.310000;502.643000;2455.030000;1515.400000;583.230000;2350.570000;1325.180000;623.159000;2347.290000;1096.770000;411.141000;2388.440000;1283.630000;293.273000;2411.820000;1073.890000;637.338000;2445.980000;1225.560000;454.395000;2216.850000;1298.300000;326.681000;2126.990000;1194.790000;257.035000;2084.230000;1129.090000;147.046000;2131.470000;1104.830000;88.536500;2254.580000;1090.260000;59.051500;2192.890000;1022.840000;-4.482610;2264.920000;1044.180000;562.889000;2525.700000;1292.250000;569.996000;2604.570000;1227.200000;596.244000;2724.410000;1098.640000;537.292000;2856.180000;1013.100000;461.070000;2859.240000;962.717000;548.601000;2878.760000;937.959000;476.696000;2953.080000;937.932000;381.590000;2245.460000;870.611000;463.130000;2555.140000;886.006000;592.579000;2292.180000;938.498000;616.326000;2395.980000;942.394000;421.617000;2183.990000;673.705000;365.409000;2212.140000;423.107000;493.426000;2219.950000;262.527000;608.633000;2258.680000;130.902000;673.555000;2322.080000;118.157000;489.073000;2272.970000;25.956300;497.087000;2569.020000;623.755000;466.446000;2536.960000;442.489000;492.470000;2536.030000;328.156000;492.282000;2490.720000;44.386100;522.657000;2422.580000;31.530700;323.913000;2495.620000;28.972300
3178;0;475.697000;2273.040000;1521.420000;421.527000;2406.270000;1542.660000;548.031000;2287.450000;1483.560000;493.720000;2456.970000;1516.100000;575.546000;2353.410000;1325.930000;616.244000;2350.380000;1097.660000;403.401000;2390.380000;1283.810000;286.249000;2413.040000;1073.550000;629.452000;2449.170000;1226.500000;447.536000;2219.100000;1298.700000;320.322000;2128.680000;1195.170000;250.951000;2085.600000;1129.410000;140.653000;2132.430000;1105.290000;81.734300;2255.290000;1090.790000;52.408800;2193.590000;1023.340000;-11.396400;2265.360000;1044.780000;554.322000;2528.450000;1293.010000;561.094000;2607.520000;1228.150000;586.627000;2728.020000;1100.070000;526.645000;2859.580000;1014.910000;450.404000;2862.260000;964.474000;537.865000;2882.510000;939.837000;465.411000;2956.250000;939.946000;375.921000;2247.140000;871.130000;456.228000;2557.190000;885.886000;586.728000;2294.750000;939.255000;609.871000;2398.690000;943.118000;414.486000;2185.850000;675.009000;352.076000;2215.150000;425.774000;472.944000;2224.580000;259.991000;581.530000;2264.730000;123.288000;645.664000;2328.470000;106.746000;455.488000;2278.880000;27.181600;491.974000;2570.390000;623.666000;462.979000;2537.590000;442.259000;489.911000;2536.420000;328.137000;492.021000;2490.510000;44.562000;522.593000;2422.410000;31.518200;323.761000;2495.550000;29.018000
3179;0;468.701000;2274.680000;1521.510000;413.173000;2407.330000;1543.060000;540.916000;2289.930000;1483.760000;484.847000;2458.800000;1516.720000;567.910000;2356.130000;1326.610000;609.348000;2353.380000;1098.480000;395.690000;2392.210000;1283.930000;279.260000;2414.170000;1073.190000;621.589000;2452.260000;1227.370000;440.724000;2221.240000;1299.040000;314.014000;2130.260000;1195.500000;244.914000;2086.860000;1129.690000;134.300000;2133.280000;1105.700000;74.973300;2255.880000;1091.300000;45.804200;2194.180000;1023.800000;-18.272700;2265.680000;1045.370000;545.782000;2531.090000;1293.700000;552.212000;2610.360000;1229.050000;577.024000;2731.510000;1101.450000;516.037000;2862.860000;1016.660000;439.793000;2865.150000;966.151000;527.180000;2886.140000;941.667000;454.179000;2959.260000;941.841000;370.246000;2248.760000;871.607000;449.356000;2559.150000;885.716000;580.870000;2297.230000;939.986000;603.421000;2401.310000;943.789000;407.416000;2187.580000;676.339000;339.115000;2218.080000;428.556000;452.227000;2229.030000;257.591000;553.498000;2270.590000;115.805000;616.462000;2334.780000;95.508800;421.611000;2284.130000;28.691600;486.908000;2571.670000;623.547000;459.491000;2538.200000;442.020000;487.322000;2536.780000;328.110000;491.752000;2490.280000;44.756700;522.513000;2422.220000;31.515100;323.593000;2495.470000;29.023000
3180;0;461.705000;2276.260000;1521.550000;404.855000;2408.320000;1543.370000;533.800000;2292.310000;1483.900000;476.020000;2460.530000;1517.250000;560.320000;2358.730000;1327.210000;602.463000;2356.280000;1099.210000;388.003000;2393.940000;1284.000000;272.295000;2415.200000;1072.800000;613.745000;2455.240000;1228.160000;433.949000;2223.260000;1299.300000;307.748000;2131.730000;1195.760000;238.914000;2088.010000;1129.900000;127.979000;2134.000000;1106.080000;68.243500;2256.350000;1091.800000;39.228000;2194.660000;1024.250000;-25.119600;2265.890000;1045.940000;537.268000;2533.600000;1294.330000;543.347000;2613.080000;1229.880000;567.430000;2734.890000;1102.790000;505.459000;2866.020000;1018.360000;429.226000;2867.920000;967.749000;516.535000;2889.630000;943.444000;442.984000;2962.120000;943.623000;364.548000;2250.310000;872.033000;442.508000;2561.030000;885.504000;574.987000;2299.610000;940.684000;596.963000;2403.820000;944.404000;400.404000;2189.190000;677.674000;326.542000;2220.900000;431.416000;431.333000;2233.280000;255.410000;524.619000;2276.220000;108.651000;586.043000;2340.970000;84.747700;387.563000;2288.750000;30.462600;481.887000;2572.870000;623.400000;455.993000;2538.790000;441.770000;484.715000;2537.130000;328.073000;491.476000;2490.050000;44.967700;522.421000;2422.030000;31.522700;323.431000;2495.370000;28.970700
