Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hanna_aleksandrowicz:LAbsAnkleAngle,,,hanna_aleksandrowicz:LAnkleAngles,,,hanna_aleksandrowicz:LElbowAngles,,,hanna_aleksandrowicz:LFootProgressAngles,,,hanna_aleksandrowicz:LHeadAngles,,,hanna_aleksandrowicz:LHipAngles,,,hanna_aleksandrowicz:LKneeAngles,,,hanna_aleksandrowicz:LNeckAngles,,,hanna_aleksandrowicz:LPelvisAngles,,,hanna_aleksandrowicz:LShoulderAngles,,,hanna_aleksandrowicz:LSpineAngles,,,hanna_aleksandrowicz:LThoraxAngles,,,hanna_aleksandrowicz:LWristAngles,,,hanna_aleksandrowicz:RAbsAnkleAngle,,,hanna_aleksandrowicz:RAnkleAngles,,,hanna_aleksandrowicz:RElbowAngles,,,hanna_aleksandrowicz:RFootProgressAngles,,,hanna_aleksandrowicz:RHeadAngles,,,hanna_aleksandrowicz:RHipAngles,,,hanna_aleksandrowicz:RKneeAngles,,,hanna_aleksandrowicz:RNeckAngles,,,hanna_aleksandrowicz:RPelvisAngles,,,hanna_aleksandrowicz:RShoulderAngles,,,hanna_aleksandrowicz:RSpineAngles,,,hanna_aleksandrowicz:RThoraxAngles,,,hanna_aleksandrowicz:RWristAngles,,,hanna_aleksandrowicz:CentreOfMass,,,hanna_aleksandrowicz:CentreOfMassFloor,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,0,0,0,0.000000,-0.000000,0.000000,64.732326,-2.075530,16.614995,0,0,0,-9.676756,-4.514595,-64.349291,-53.388075,-12.124395,51.600046,44.989448,29.364024,0.000000,0,0,0,-6.296535,12.632203,93.762404,18.478510,49.935877,-44.592129,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,39.948246,0.481736,-164.028136,0,0,0,-9.676756,-4.514595,-64.349291,-33.366359,12.936832,-175.466484,55.773205,16.858105,-0.000000,0,0,0,0,0,0,-7.989422,41.282669,159.875097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.000000,-0.000000,0.000000,64.592109,-2.056664,-48.410044,0,0,0,-9.535145,-4.487768,-64.463001,-53.704460,-12.244367,52.015522,42.204124,27.096909,0.000000,0,0,0,-6.326071,12.686963,93.823261,18.090112,49.925638,-44.077554,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,39.916390,0.482625,129.079118,0,0,0,-9.535145,-4.487768,-64.463001,-33.033553,13.051131,-176.247043,55.937329,17.395237,-0.000000,0,0,0,0,0,0,-7.671996,41.264925,159.527634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.000000,-0.000000,0.000000,64.451027,-2.039205,0.000000,0,0,0,-9.408035,-4.454037,-64.562785,-53.883035,-12.368441,52.386735,39.534004,24.672521,0.000000,0,0,0,-6.365692,12.742388,93.901026,17.684186,49.925636,-43.560279,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,39.867083,0.484029,-0.000000,0,0,0,-9.408035,-4.454037,-64.562785,-32.683139,13.161981,-177.039589,56.056394,17.949686,-0.000000,0,0,0,0,0,0,-7.340756,41.254873,159.157023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0.000000,-0.000000,0.000000,64.308212,-2.022814,0.000000,0,0,0,-9.293607,-4.410307,-64.667127,-53.930574,-12.492260,52.718669,36.975798,22.129882,0.000000,0,0,0,-6.414890,12.797791,93.995832,17.258540,49.928935,-43.034311,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,39.805664,0.485087,-0.000000,0,0,0,-9.293607,-4.410307,-64.667127,-32.315505,13.269111,-177.853004,56.131004,18.523820,-0.000000,0,0,0,0,0,0,-6.996289,41.258307,158.766371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0.000000,-0.000000,0.000000,64.166133,-2.007997,0.000000,0,0,0,-9.203629,-4.372760,-64.754352,-53.856441,-12.608271,53.021663,34.525115,19.508918,0.000000,0,0,0,-6.471910,12.852811,94.103702,16.817653,49.939159,-42.502006,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,39.733835,0.489092,144.680569,0,0,0,-9.203629,-4.372760,-64.754352,-31.931678,13.367956,-178.685600,56.163904,19.121279,-0.000000,0,0,0,0,0,0,-6.642506,41.272953,158.356824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0.000000,-0.000000,0.000000,64.022571,-1.995002,72.467187,0,0,0,-9.125283,-4.327608,-64.834768,-53.671314,-12.716421,53.298037,32.176427,16.845086,0.000000,0,0,0,-6.536311,12.907499,94.229143,16.364290,49.953861,-41.966429,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,39.657461,0.493670,119.048502,0,0,0,-9.125283,-4.327608,-64.834768,-31.533190,13.461454,-179.546772,56.156074,19.741237,-0.000000,0,0,0,0,0,0,-6.281893,41.297027,157.929985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0.000000,-0.000000,0.000000,63.883114,-1.983606,-31.189732,0,0,0,-9.059381,-4.278113,-64.913625,-53.388001,-12.807263,53.549233,29.924333,14.175597,0.000000,0,0,0,-6.605657,12.962008,94.365299,15.899590,49.973128,-41.423119,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,39.573905,0.498979,120.016041,0,0,0,-9.059381,-4.278113,-64.913625,-31.119844,13.545052,179.568351,56.107133,20.380746,-0.000000,0,0,0,0,0,0,-5.917626,41.326859,157.501850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0.000000,-0.000000,0.000000,63.744867,-1.974568,0.000000,0,0,0,-9.015170,-4.234118,-64.981934,-53.019221,-12.883330,53.779043,27.763548,11.536084,0.000000,0,0,0,-6.678287,13.016520,94.518446,15.426170,49.995665,-40.877723,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,39.491713,0.506838,-47.920685,0,0,0,-9.015170,-4.234118,-64.981934,-30.693162,13.621767,178.653341,56.018000,21.037273,-0.000000,0,0,0,0,0,0,-5.553363,41.366284,157.062578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
