Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,hanna_aleksandrowicz:LAbsAnkleAngle,,,hanna_aleksandrowicz:LAnkleAngles,,,hanna_aleksandrowicz:LElbowAngles,,,hanna_aleksandrowicz:LFootProgressAngles,,,hanna_aleksandrowicz:LHeadAngles,,,hanna_aleksandrowicz:LHipAngles,,,hanna_aleksandrowicz:LKneeAngles,,,hanna_aleksandrowicz:LNeckAngles,,,hanna_aleksandrowicz:LPelvisAngles,,,hanna_aleksandrowicz:LShoulderAngles,,,hanna_aleksandrowicz:LSpineAngles,,,hanna_aleksandrowicz:LThoraxAngles,,,hanna_aleksandrowicz:LWristAngles,,,hanna_aleksandrowicz:RAbsAnkleAngle,,,hanna_aleksandrowicz:RAnkleAngles,,,hanna_aleksandrowicz:RElbowAngles,,,hanna_aleksandrowicz:RFootProgressAngles,,,hanna_aleksandrowicz:RHeadAngles,,,hanna_aleksandrowicz:RHipAngles,,,hanna_aleksandrowicz:RKneeAngles,,,hanna_aleksandrowicz:RNeckAngles,,,hanna_aleksandrowicz:RPelvisAngles,,,hanna_aleksandrowicz:RShoulderAngles,,,hanna_aleksandrowicz:RSpineAngles,,,hanna_aleksandrowicz:RThoraxAngles,,,hanna_aleksandrowicz:RWristAngles,,,hanna_aleksandrowicz:CentreOfMass,,,hanna_aleksandrowicz:CentreOfMassFloor,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,0,0,0,0.000000,-0.000000,0.000000,66.907904,-2.152194,-162.745474,0,0,0,-22.888235,-4.026899,-7.075602,-41.426121,-7.337986,50.925250,4.855009,-12.800938,0.000000,0,0,0,-5.368907,21.675034,42.469586,16.224434,51.544100,-41.184327,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.090101,0.478768,169.904395,0,0,0,-22.888235,-4.026899,-7.075602,-16.952049,10.399337,152.874311,14.909395,17.545002,-0.000000,0,0,0,0,0,0,0.313785,44.754985,151.739379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0.000000,-0.000000,0.000000,66.973076,-2.157647,0.000000,0,0,0,-22.959894,-4.069761,-6.825509,-41.226620,-7.020477,50.449605,4.929842,-12.827547,0.000000,0,0,0,-5.380326,21.726655,42.270907,16.039767,51.517446,-40.952252,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.129086,0.479801,-0.000000,0,0,0,-22.959894,-4.069761,-6.825509,-16.608796,10.313214,152.022049,15.092240,17.862342,-0.000000,0,0,0,0,0,0,0.402019,44.770698,151.585937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0.000000,-0.000000,0.000000,67.041003,-2.168349,0.000000,0,0,0,-23.047174,-4.110548,-6.577848,-40.977590,-6.617971,49.775371,5.021530,-12.837834,0.000000,0,0,0,-5.376627,21.775061,42.062877,15.841696,51.485701,-40.711726,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.159664,0.483073,120.221864,0,0,0,-23.047174,-4.110548,-6.577848,-16.261084,10.192847,151.194672,15.291716,18.193902,-0.000000,0,0,0,0,0,0,0.452774,44.786987,151.463611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0.000000,-0.000000,0.000000,67.107396,-2.182137,114.395020,0,0,0,-23.161107,-4.156882,-6.325675,-40.678251,-6.132200,48.898332,5.112493,-12.830147,0.000000,0,0,0,-5.356136,21.817644,41.845039,15.643534,51.453582,-40.490838,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.183974,0.485957,-57.655506,0,0,0,-23.161107,-4.156882,-6.325675,-15.911019,10.036989,150.395323,15.515865,18.548627,-0.000000,0,0,0,0,0,0,0.452844,44.793950,151.410008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0.000000,-0.000000,0.000000,67.179550,-2.199429,-101.548824,0,0,0,-23.295170,-4.200990,-6.086717,-40.332728,-5.567514,47.818034,5.192209,-12.808304,0.000000,0,0,0,-5.317136,21.854117,41.610936,15.445391,51.423106,-40.282690,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.201055,0.486647,-0.000000,0,0,0,-23.295170,-4.200990,-6.086717,-15.563463,9.845849,149.620599,15.773530,18.931241,-0.000000,0,0,0,0,0,0,0.402222,44.788332,151.418606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0.000000,-0.000000,0.000000,67.255554,-2.220692,146.123261,0,0,0,-23.448305,-4.247296,-5.850328,-39.944490,-4.929484,46.542364,5.251122,-12.771057,0.000000,0,0,0,-5.257685,21.881610,41.358971,15.249449,51.399399,-40.091969,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.211849,0.491040,126.813246,0,0,0,-23.448305,-4.247296,-5.850328,-15.225063,9.613898,148.876115,16.075544,19.355560,-0.000000,0,0,0,0,0,0,0.309209,44.776208,151.474294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0.000000,-0.000000,0.000000,67.331828,-2.244395,0.000000,0,0,0,-23.620813,-4.284053,-5.623494,-39.519646,-4.228529,45.089641,5.289194,-12.724204,0.000000,0,0,0,-5.175110,21.900049,41.082792,15.066395,51.374308,-39.922072,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.217757,0.494459,-97.949175,0,0,0,-23.620813,-4.284053,-5.623494,-14.904154,9.338630,148.164578,16.436280,19.831299,-0.000000,0,0,0,0,0,0,0.167191,44.752248,151.599071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0.000000,-0.000000,0.000000,67.409735,-2.271131,0.000000,0,0,0,-23.825904,-4.322550,-5.409783,-39.064771,-3.477184,43.481078,5.306723,-12.667113,0.000000,0,0,0,-5.068492,21.907079,40.782009,14.895830,51.354557,-39.775254,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,-0.000000,38.219300,0.496988,177.557885,0,0,0,-23.825904,-4.322550,-5.409783,-14.606800,9.020504,147.484242,16.864971,20.362534,-0.000000,0,0,0,0,0,0,-0.022021,44.714413,151.783254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
