Model Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50
,,hanna_aleksandrowicz:LAbsAnkleAngle,,,hanna_aleksandrowicz:LAnkleAngles,,,hanna_aleksandrowicz:LElbowAngles,,,hanna_aleksandrowicz:LFootProgressAngles,,,hanna_aleksandrowicz:LHeadAngles,,,hanna_aleksandrowicz:LHipAngles,,,hanna_aleksandrowicz:LKneeAngles,,,hanna_aleksandrowicz:LNeckAngles,,,hanna_aleksandrowicz:LPelvisAngles,,,hanna_aleksandrowicz:LShoulderAngles,,,hanna_aleksandrowicz:LSpineAngles,,,hanna_aleksandrowicz:LThoraxAngles,,,hanna_aleksandrowicz:LWristAngles,,,hanna_aleksandrowicz:RAbsAnkleAngle,,,hanna_aleksandrowicz:RAnkleAngles,,,hanna_aleksandrowicz:RElbowAngles,,,hanna_aleksandrowicz:RFootProgressAngles,,,hanna_aleksandrowicz:RHeadAngles,,,hanna_aleksandrowicz:RHipAngles,,,hanna_aleksandrowicz:RKneeAngles,,,hanna_aleksandrowicz:RNeckAngles,,,hanna_aleksandrowicz:RPelvisAngles,,,hanna_aleksandrowicz:RShoulderAngles,,,hanna_aleksandrowicz:RSpineAngles,,,hanna_aleksandrowicz:RThoraxAngles,,,hanna_aleksandrowicz:RWristAngles,,,hanna_aleksandrowicz:CentreOfMass,,,hanna_aleksandrowicz:CentreOfMassFloor,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm
1,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.199716,-1.615717,-113.048220,0.000000,0.000000,0.000000,-17.177798,-3.027955,-5.269234,-31.042722,-5.451540,38.122336,3.653668,-9.601025,0.000000,0.000000,0.000000,0.000000,-4.033337,16.268522,31.835757,12.136185,38.659117,-30.853396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.577516,0.359448,119.679160,0.000000,0.000000,0.000000,-17.177798,-3.027955,-5.269234,-12.650981,7.792413,114.645738,11.175733,13.197779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250163,33.577799,113.796365,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,71.510216,-2.316003,-62.094283,0.000000,0.000000,0.000000,-24.586626,-4.384085,-7.055526,-43.702889,-7.035416,53.016110,5.359120,-13.673173,0.000000,0.000000,0.000000,0.000000,-5.731444,23.222813,44.919435,16.914119,54.925892,-43.469658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.695540,0.515124,94.079814,0.000000,0.000000,0.000000,-24.586626,-4.384085,-7.055526,-17.378512,10.876645,161.650710,16.236945,19.335631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.436297,47.778447,161.645202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.899962,-2.128391,36.219906,0.000000,0.000000,0.000000,-22.514564,-4.066000,-5.844276,-38.894766,-5.273930,45.991895,5.020733,-12.365471,0.000000,0.000000,0.000000,0.000000,-5.133761,21.116029,40.169613,14.881691,49.664545,-38.875323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.897778,0.471910,23.033454,0.000000,0.000000,0.000000,-22.514564,-4.066000,-5.844276,-14.970843,9.488241,144.460422,15.247069,18.321493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381719,43.265514,146.248088,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.749528,-2.289444,63.281927,0.000000,0.000000,0.000000,-24.104126,-4.369469,-5.777392,-40.408490,-4.398939,46.202023,5.368993,-12.994920,0.000000,0.000000,0.000000,0.000000,-5.292853,22.359771,41.987214,15.412932,52.466963,-40.796429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.026064,0.504061,25.301527,0.000000,0.000000,0.000000,-24.104126,-4.369469,-5.777392,-15.263710,9.568414,151.097741,16.753870,20.198316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.184504,45.702749,154.800969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.610659,-2.268727,78.379819,0.000000,0.000000,0.000000,-23.744869,-4.301859,-5.110172,-38.064171,-2.621848,41.138448,5.230768,-12.434273,0.000000,0.000000,0.000000,0.000000,-4.869515,21.618458,39.890127,14.535716,50.666532,-39.116054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.721119,0.493669,35.110732,0.000000,0.000000,0.000000,-23.744869,-4.301859,-5.110172,-14.123836,8.528610,144.182828,17.199602,20.736145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.242883,44.073178,150.022295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.240668,-2.374400,72.679839,0.000000,0.000000,0.000000,-24.769339,-4.443872,-4.891182,-37.981418,-1.149137,38.515774,5.366521,-12.604319,0.000000,0.000000,0.000000,0.000000,-4.637631,22.049196,40.061721,14.661701,51.796383,-39.868619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.552087,0.510080,50.984420,0.000000,0.000000,0.000000,-24.769339,-4.443872,-4.891182,-14.118585,7.894163,146.592676,18.870844,22.537236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.829933,44.897535,154.052986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.449375,-2.401319,67.958404,0.000000,0.000000,0.000000,-25.049013,-4.420523,-4.462635,-36.395781,0.571253,33.930738,5.407890,-12.394903,0.000000,0.000000,0.000000,0.000000,-4.095883,21.650084,38.554280,14.322787,51.098554,-39.250509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.011212,0.508854,42.399858,0.000000,0.000000,0.000000,-25.049013,-4.420523,-4.462635,-13.770204,6.722803,144.522240,20.557792,24.008505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.557803,44.032445,152.828673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.144148,-2.470306,49.540259,0.000000,0.000000,0.000000,-25.899347,-4.466262,-4.237183,-35.781552,2.011483,30.627006,5.700108,-12.618880,0.000000,0.000000,0.000000,0.000000,-3.561088,21.695162,37.848849,14.495139,51.590903,-39.675724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.335211,0.518023,25.775141,0.000000,0.000000,0.000000,-25.899347,-4.466262,-4.237183,-14.163184,5.662031,146.505367,23.317528,26.120879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.355419,44.097289,155.173445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
