Model Outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;hanna_aleksandrowicz:LAbsAnkleAngle;;;hanna_aleksandrowicz:LAnkleAngles;;;hanna_aleksandrowicz:LElbowAngles;;;hanna_aleksandrowicz:LFootProgressAngles;;;hanna_aleksandrowicz:LHeadAngles;;;hanna_aleksandrowicz:LHipAngles;;;hanna_aleksandrowicz:LKneeAngles;;;hanna_aleksandrowicz:LNeckAngles;;;hanna_aleksandrowicz:LPelvisAngles;;;hanna_aleksandrowicz:LShoulderAngles;;;hanna_aleksandrowicz:LSpineAngles;;;hanna_aleksandrowicz:LThoraxAngles;;;hanna_aleksandrowicz:LWristAngles;;;hanna_aleksandrowicz:RAbsAnkleAngle;;;hanna_aleksandrowicz:RAnkleAngles;;;hanna_aleksandrowicz:RElbowAngles;;;hanna_aleksandrowicz:RFootProgressAngles;;;hanna_aleksandrowicz:RHeadAngles;;;hanna_aleksandrowicz:RHipAngles;;;hanna_aleksandrowicz:RKneeAngles;;;hanna_aleksandrowicz:RNeckAngles;;;hanna_aleksandrowicz:RPelvisAngles;;;hanna_aleksandrowicz:RShoulderAngles;;;hanna_aleksandrowicz:RSpineAngles;;;hanna_aleksandrowicz:RThoraxAngles;;;hanna_aleksandrowicz:RWristAngles;;;hanna_aleksandrowicz:CentreOfMass;;;hanna_aleksandrowicz:CentreOfMassFloor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frame;Sub Frame;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;mm;mm;mm;mm;mm;mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
932;0;6.55361;0;0;6.55985;-1.2413;2.49582;40.4818;0;3.27279e-012;-84.8568;3.54216;-10.8669;31.3188;-10.4556;14.6157;20.9921;5.97454;-5.52495;10.2575;-0.111366;-13.8212;-21.9282;3.83109;-16.9333;21.1788;3.86833;4.51482;-22.9838;15.9166;34.8392;-32.4466;4.22906;3.80631;-11.2153;-0.683403;0.403194;10.5036;33.6622;113.428;8.69755;0;0;8.69842;-0.316051;-0.805293;37.7516;-1.59028e-015;7.28347e-013;-86.3935;4.24356;-8.7392;31.3188;10.4556;-14.6157;22.637;7.92482;10.8503;14.1583;-3.16566;-14.5793;-21.9282;-3.83109;16.9333;21.1788;-3.86833;-4.51482;-16.9248;15.9621;49.786;-32.4466;-4.22906;-3.80631;-11.2153;0.683403;-0.403194;0.999048;42.211;97.8538;-597.716;10.1185;933.141;-597.716;10.1185;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
933;0;6.558;0;0;6.56413;-1.23441;2.46829;40.4856;-3.18055e-015;1.57756e-012;-84.8603;3.54452;-10.8654;31.4476;-10.4928;14.5857;20.9824;5.9824;-5.55255;10.2426;-0.108472;-13.8428;-22.095;3.82273;-16.8458;21.1725;3.89003;4.59111;-22.9685;15.9076;34.8071;-32.4081;4.20829;3.80847;-11.1775;-0.686854;0.488888;10.7268;33.846;113.557;8.68287;0;0;8.6837;-0.318707;-0.783999;37.6964;0;-1.83836e-012;-86.3932;4.2368;-8.74168;31.4476;10.4928;-14.5857;22.6522;7.91944;10.881;14.1702;-3.16669;-14.5556;-22.095;-3.82273;16.8458;21.1725;-3.89003;-4.59111;-16.8731;15.9406;49.6649;-32.4081;-4.20829;-3.80847;-11.1775;0.686854;-0.488888;1.21263;42.254;98.1683;-597.797;10.2417;933.128;-597.797;10.2417;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
934;0;6.56236;0;0;6.56833;-1.22788;2.44218;40.4973;1.59028e-015;1.52031e-012;-84.8634;3.54714;-10.8643;31.576;-10.5307;14.5534;20.9743;5.99054;-5.58505;10.2294;-0.10645;-13.8601;-22.2625;3.81637;-16.7576;21.1664;3.91173;4.6658;-22.952;15.9005;34.7804;-32.369;4.18771;3.81008;-11.1387;-0.689764;0.573594;10.9255;34.0016;113.668;8.66809;0;0;8.66886;-0.321443;-0.762067;37.6468;-3.18055e-015;2.19776e-012;-86.3934;4.23026;-8.74399;31.576;10.5307;-14.5534;22.667;7.91341;10.9109;14.1807;-3.16753;-14.5329;-22.2625;-3.81637;16.7576;21.1664;-3.91173;-4.6658;-16.8208;15.9207;49.547;-32.369;-4.18771;-3.81008;-11.1387;0.689764;-0.573594;1.39739;42.2909;98.4431;-597.878;10.3606;933.116;-597.878;10.3606;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
935;0;6.56651;0;0;6.57239;-1.22176;2.41772;40.5164;-1.59028e-015;-3.47953e-012;-84.8662;3.55005;-10.8636;31.7045;-10.5697;14.5186;20.9677;5.99887;-5.62204;10.2179;-0.105253;-13.8734;-22.4312;3.81227;-16.669;21.1606;3.93332;4.7387;-22.9342;15.8954;34.7596;-32.3292;4.1673;3.81121;-11.0991;-0.692088;0.657058;11.0987;34.1294;113.762;8.65324;0;0;8.65398;-0.324269;-0.739414;37.6024;-3.18055e-015;-1.84472e-013;-86.3941;4.22391;-8.7461;31.7045;10.5697;-14.5186;22.6816;7.90681;10.9399;14.1899;-3.16822;-14.5113;-22.4312;-3.81227;16.669;21.1606;-3.93332;-4.7387;-16.7675;15.9024;49.4324;-32.3292;-4.1673;-3.81121;-11.0991;0.692088;-0.657058;1.55551;42.3218;98.6811;-597.958;10.4753;933.104;-597.958;10.4753;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
936;0;6.57053;0;0;6.57629;-1.216;2.39472;40.5423;0;1.19589e-012;-84.8685;3.55322;-10.8632;31.8338;-10.6102;14.481;20.9625;6.00734;-5.66298;10.2078;-0.104818;-13.8828;-22.6017;3.81077;-16.5801;21.155;3.95466;4.80963;-22.9148;15.8923;34.7449;-32.2889;4.14703;3.8119;-11.0589;-0.693783;0.739044;11.2467;34.2302;113.84;8.63844;0;0;8.63911;-0.327171;-0.716147;37.5624;1.59028e-015;1.44079e-012;-86.3952;4.21774;-8.74799;31.8338;10.6102;-14.481;22.6957;7.89972;10.968;14.1978;-3.16876;-14.491;-22.6017;-3.81077;16.5801;21.155;-3.95466;-4.80963;-16.7131;15.886;49.3213;-32.2889;-4.14703;-3.8119;-11.0589;0.693783;-0.739044;1.6899;42.3467;98.8862;-598.037;10.5858;933.093;-598.037;10.5858;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;0;6.57428;0;0;6.57994;-1.21065;2.37332;40.5743;1.59028e-015;-2.03556e-013;-84.8706;3.55666;-10.8629;31.9646;-10.6526;14.4405;20.9584;6.0159;-5.70724;10.199;-0.105067;-13.8887;-22.7746;3.81218;-16.4911;21.1496;3.97569;4.87845;-22.8937;15.8912;34.7362;-32.2481;4.12688;3.81221;-11.0182;-0.694811;0.819338;11.3702;34.3057;113.902;8.62375;0;0;8.62438;-0.330168;-0.692128;37.5262;0;-1.69524e-012;-86.3968;4.21173;-8.74967;31.9646;10.6526;-14.4405;22.7096;7.8922;10.995;14.2045;-3.16917;-14.4719;-22.7746;-3.81218;16.4911;21.1496;-3.97569;-4.87845;-16.6576;15.8715;49.2133;-32.2481;-4.12688;-3.81221;-11.0182;0.694811;-0.819338;1.80406;42.3658;99.0632;-598.116;10.692;933.082;-598.116;10.692;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
938;0;6.5778;0;0;6.58337;-1.20566;2.35336;40.6116;0;-2.2073e-012;-84.8724;3.56035;-10.8628;32.0978;-10.6971;14.397;20.9554;6.02446;-5.75429;10.1913;-0.10593;-13.8914;-22.9508;3.81668;-16.4025;21.1444;3.99625;4.94503;-22.8708;15.8922;34.7333;-32.2071;4.10678;3.81219;-10.9772;-0.695134;0.897746;11.471;34.3582;113.952;8.60927;0;0;8.60985;-0.333267;-0.667283;37.493;1.59028e-015;1.94968e-012;-86.3989;4.20584;-8.75112;32.0978;10.6971;-14.397;22.7232;7.88437;11.0208;14.2103;-3.16949;-14.4544;-22.9508;-3.81668;16.4025;21.1444;-3.99625;-4.94503;-16.6007;15.8588;49.1081;-32.2071;-4.10678;-3.81219;-10.9772;0.695134;-0.897746;1.90158;42.3791;99.2169;-598.194;10.794;933.072;-598.194;10.794;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
939;0;6.58098;0;0;6.58645;-1.20105;2.33497;40.6536;-1.59028e-015;7.95139e-013;-84.874;3.5643;-10.8629;32.2341;-10.7441;14.3504;20.9534;6.03294;-5.80358;10.1845;-0.107331;-13.8913;-23.1308;3.82447;-16.3146;21.1395;4.01626;5.00927;-22.8462;15.8949;34.7357;-32.1659;4.0867;3.81192;-10.9359;-0.694719;0.974097;11.5512;34.3905;113.989;8.59507;0;0;8.5956;-0.336483;-0.641503;37.4619;1.59028e-015;1.25632e-012;-86.4015;4.20007;-8.75236;32.2341;10.7441;-14.3504;22.7365;7.87631;11.045;14.2152;-3.16977;-14.4382;-23.1308;-3.82447;16.3146;21.1395;-4.01626;-5.00927;-16.5425;15.8479;49.0053;-32.1659;-4.0867;-3.81192;-10.9359;0.694719;-0.974097;1.98643;42.3872;99.3524;-598.271;10.8918;933.063;-598.271;10.8918;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
