Model Outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;hanna_aleksandrowicz:LAbsAnkleAngle;;;hanna_aleksandrowicz:LAnkleAngles;;;hanna_aleksandrowicz:LElbowAngles;;;hanna_aleksandrowicz:LFootProgressAngles;;;hanna_aleksandrowicz:LHeadAngles;;;hanna_aleksandrowicz:LHipAngles;;;hanna_aleksandrowicz:LKneeAngles;;;hanna_aleksandrowicz:LNeckAngles;;;hanna_aleksandrowicz:LPelvisAngles;;;hanna_aleksandrowicz:LShoulderAngles;;;hanna_aleksandrowicz:LSpineAngles;;;hanna_aleksandrowicz:LThoraxAngles;;;hanna_aleksandrowicz:LWristAngles;;;hanna_aleksandrowicz:RAbsAnkleAngle;;;hanna_aleksandrowicz:RAnkleAngles;;;hanna_aleksandrowicz:RElbowAngles;;;hanna_aleksandrowicz:RFootProgressAngles;;;hanna_aleksandrowicz:RHeadAngles;;;hanna_aleksandrowicz:RHipAngles;;;hanna_aleksandrowicz:RKneeAngles;;;hanna_aleksandrowicz:RNeckAngles;;;hanna_aleksandrowicz:RPelvisAngles;;;hanna_aleksandrowicz:RShoulderAngles;;;hanna_aleksandrowicz:RSpineAngles;;;hanna_aleksandrowicz:RThoraxAngles;;;hanna_aleksandrowicz:RWristAngles;;;hanna_aleksandrowicz:CentreOfMass;;;hanna_aleksandrowicz:CentreOfMassFloor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frame;Sub Frame;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;deg;mm;mm;mm;mm;mm;mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1068;0;4.40504;0;0;4.42575;-2.00616;5.54203;39.8091;-1.59028e-015;-2.49037e-012;-84.3654;5.42752;-12.244;40.0867;-2.0223;7.08666;22.106;6.65744;-8.23665;8.95585;-0.690281;-13.3566;-32.8492;-2.42484;-9.73598;21.843;3.07301;2.29596;-19.3793;14.5655;33.2251;-28.8841;4.6128;4.51959;-7.19654;-0.27275;-2.68675;15.571;35.0497;119.028;8.03852;0;0;8.04017;-0.561063;1.15889;36.3713;0;1.20861e-013;-86.4819;3.53655;-3.66404;40.0867;2.0223;-7.08666;22.8167;7.26273;11.7965;13.4111;-3.43501;-14.6471;-32.8492;2.42484;9.73598;21.843;-3.07301;-2.29596;-12.2827;14.9345;48.0675;-28.8841;-4.6128;-4.51959;-7.19654;0.27275;2.68675;6.62746;44.3264;105.66;-680.353;-221.07;932.488;-680.353;-221.07;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;0;4.41378;0;0;4.4346;-2.00809;5.54969;39.834;1.59028e-015;7.34708e-013;-84.3592;5.43788;-12.2451;40.0065;-2.01346;7.09266;22.1206;6.65293;-8.25454;8.9707;-0.692649;-13.3435;-32.7516;-2.4191;-9.7496;21.856;3.05868;2.2947;-19.3955;14.5558;33.2544;-28.9145;4.60051;4.52813;-7.21403;-0.26835;-2.69647;15.6069;35.0265;119.027;8.03219;0;0;8.03388;-0.562547;1.17078;36.3595;0;-2.84978e-012;-86.478;3.52639;-3.66703;40.0065;2.01346;-7.09266;22.8154;7.26725;11.7836;13.3943;-3.44143;-14.6542;-32.7516;2.4191;9.7496;21.856;-3.05868;-2.2947;-12.2898;14.9332;48.0686;-28.9145;-4.60051;-4.52813;-7.21403;0.26835;2.69647;6.63869;44.3204;105.654;-680.241;-220.912;932.496;-680.241;-220.912;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070;0;4.42242;0;0;4.44341;-2.01193;5.56491;39.8525;1.59028e-015;6.26569e-013;-84.3521;5.4498;-12.2463;39.9312;-2.00238;7.09904;22.1358;6.64943;-8.27651;8.98619;-0.696109;-13.3338;-32.657;-2.41645;-9.76296;21.8694;3.04466;2.29297;-19.415;14.5442;33.264;-28.9469;4.58949;4.53649;-7.23309;-0.264552;-2.70691;15.6695;35.0017;119.048;8.02702;0;0;8.02874;-0.564031;1.18268;36.3421;1.59028e-015;8.93736e-013;-86.4741;3.51554;-3.66995;39.9312;2.00238;-7.09904;22.814;7.27093;11.7709;13.3783;-3.44786;-14.6617;-32.657;2.41645;9.76296;21.8694;-3.04466;-2.29297;-12.2984;14.9321;48.0653;-28.9469;-4.58949;-4.53649;-7.23309;0.264552;2.70691;6.66756;44.3158;105.664;-680.123;-220.75;932.503;-680.123;-220.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1071;0;4.43058;0;0;4.45177;-2.01754;5.58716;39.8636;0;1.34537e-012;-84.344;5.4633;-12.2477;39.8612;-1.99029;7.10579;22.1514;6.64706;-8.30182;9.00164;-0.700591;-13.3277;-32.5659;-2.41583;-9.77667;21.8836;3.03096;2.29066;-19.4382;14.5308;33.253;-28.9815;4.57972;4.54454;-7.25373;-0.261312;-2.71804;15.7593;34.976;119.092;8.02298;0;0;8.02473;-0.565558;1.19491;36.3193;0;3.04697e-012;-86.4703;3.50396;-3.6728;39.8612;1.99029;-7.10579;22.8129;7.2738;11.758;13.3629;-3.45448;-14.6698;-32.5659;2.41583;9.77667;21.8836;-3.03096;-2.29066;-12.3084;14.9314;48.0575;-28.9815;-4.57972;-4.54454;-7.25373;0.261312;2.71804;6.71607;44.3129;105.693;-679.998;-220.583;932.509;-679.998;-220.583;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1072;0;4.4377;0;0;4.45916;-2.02477;5.61582;39.8664;0;6.67917e-013;-84.3351;5.47839;-12.2493;39.7964;-1.97821;7.11281;22.1671;6.64597;-8.32965;9.01627;-0.70603;-13.3254;-32.4784;-2.41632;-9.7912;21.8985;3.01759;2.28761;-19.4653;14.5161;33.221;-29.0184;4.57118;4.55213;-7.27591;-0.258586;-2.72986;15.8757;34.9503;119.16;8.02;0;0;8.02178;-0.567146;1.20764;36.2911;0;-3.27597e-013;-86.4666;3.49159;-3.67558;39.7964;1.97821;-7.11281;22.8122;7.27586;11.745;13.3481;-3.4614;-14.6787;-32.4784;2.41632;9.7912;21.8985;-3.01759;-2.28761;-12.3199;14.9312;48.045;-29.0184;-4.57118;-4.55213;-7.27591;0.258586;2.72986;6.78546;44.3123;105.744;-679.867;-220.411;932.514;-679.867;-220.411;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1073;0;4.44331;0;0;4.46503;-2.03335;5.64983;39.86;1.59028e-015;-7.85597e-013;-84.3251;5.49501;-12.2514;39.737;-1.96706;7.12001;22.1827;6.64631;-8.35884;9.02908;-0.712313;-13.3269;-32.3947;-2.41704;-9.807;21.9144;3.00455;2.28364;-19.4967;14.5007;33.1686;-29.0577;4.56383;4.55917;-7.29964;-0.25632;-2.74242;16.0164;34.9256;119.251;8.01791;0;0;8.01976;-0.568863;1.2214;36.2578;4.77083e-015;3.05333e-013;-86.463;3.47839;-3.67829;39.737;1.96706;-7.12001;22.8119;7.27717;11.7314;13.3336;-3.46883;-14.6888;-32.3947;2.41704;9.807;21.9144;-3.00455;-2.28364;-12.3331;14.9316;48.0282;-29.0577;-4.56383;-4.55917;-7.29964;0.25632;2.74242;6.87625;44.3139;105.819;-679.731;-220.236;932.52;-679.731;-220.236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1074;0;4.44665;0;0;4.46871;-2.04309;5.68844;39.8442;-3.18055e-015;1.20225e-012;-84.3141;5.51315;-12.2541;39.6828;-1.95749;7.12727;22.1978;6.64822;-8.3882;9.03895;-0.719351;-13.3326;-32.3147;-2.41732;-9.82442;21.9314;2.99177;2.2786;-19.5323;14.4852;33.0976;-29.0996;4.55763;4.56559;-7.32492;-0.254456;-2.75582;16.177;34.9032;119.365;8.01663;0;0;8.0185;-0.570744;1.23647;36.2197;0;2.28364e-012;-86.4595;3.46432;-3.68092;39.6828;1.95749;-7.12727;22.8121;7.27777;11.7171;13.3192;-3.47696;-14.7004;-32.3147;2.41732;9.82442;21.9314;-2.99177;-2.2786;-12.3479;14.933;48.0073;-29.0996;-4.55763;-4.56559;-7.32492;0.254456;2.75582;6.98826;44.3176;105.92;-679.591;-220.056;932.525;-679.591;-220.056;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1075;0;4.44724;0;0;4.4696;-2.05369;5.73046;39.8188;3.18055e-015;3.09786e-012;-84.3021;5.53273;-12.2575;39.6338;-1.94997;7.13447;22.2117;6.6518;-8.4164;9.04471;-0.727022;-13.3424;-32.2386;-2.41663;-9.84376;21.9494;2.97917;2.27229;-19.5721;14.4707;33.0107;-29.144;4.55251;4.57138;-7.35176;-0.252928;-2.77022;16.3514;34.8842;119.5;8.01578;0;0;8.01771;-0.572832;1.25321;36.1771;-3.18055e-015;8.52389e-013;-86.4562;3.44936;-3.68345;39.6338;1.94997;-7.13447;22.8124;7.27776;11.702;13.3044;-3.48599;-14.7139;-32.2386;2.41663;9.84376;21.9494;-2.97917;-2.27229;-12.3643;14.9358;47.9832;-29.144;-4.55251;-4.57138;-7.35176;0.252928;2.77022;7.12024;44.3227;106.048;-679.448;-219.873;932.532;-679.448;-219.873;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
